ObjectId,Attribute,Order,Name1,Name2,Expression,Flag,LvExtra
-2147483434,0,,,,,0,
-2147483434,255,,,,,,
-2147483434,5,,"tlkpVIPRCodes",,,,
-2147483434,6,,,,"[tlkpVIPRCodes].[TYPE]",0,
-2147483434,6,,,,"[tlkpVIPRCodes].[ORD]",0,
-2147483433,0,,,,,0,
-2147483433,255,,,,,,
-2147483433,5,,"tlkpVIPRCodes",,,,
-2147483433,6,,,,"[tlkpVIPRCodes].[TYPE]",0,
-2147483433,6,,,,"[tlkpVIPRCodes].[ORD]",0,
-2147483432,0,,,,,0,
-2147483432,255,,,,,,
-2147483432,5,,"tlkpVIPRCodes",,,,
-2147483432,6,,,,"[tlkpVIPRCodes].[TYPE]",0,
-2147483432,6,,,,"[tlkpVIPRCodes].[ORD]",0,
-2147483431,0,,,,,0,
-2147483431,255,,,,,,
-2147483431,2,,"__PersonID",,,0,
-2147483431,3,,,,,9,
-2147483431,5,,"qryPeople_Phones_SORTED","frmClient_People_Sub",,,
-2147483431,8,,,,"([__PersonID] = PersonID)",,
-2147483430,0,,,,,0,
-2147483430,255,,,,,,
-2147483430,2,,"__ClientID",,,0,
-2147483430,3,,,,,9,
-2147483430,5,,"qryPeople_WHE_Evaluees","frmClients",,,
-2147483430,8,,,,"([__ClientID] = ClientID)",,
-2147483429,0,,,,,0,
-2147483429,255,,,,,,
-2147483429,2,,"__ClientID",,,0,
-2147483429,3,,,,,9,
-2147483429,5,,"qryPeople_WHE_Contacts","frmClients",,,
-2147483429,8,,,,"([__ClientID] = ClientID)",,
-2147483428,0,,,,,0,
-2147483428,255,,,,,,
-2147483428,3,,,,,9,
-2147483428,5,,"qryPerson_Types_DDLB",,,,
-2147483427,0,,,,,0,
-2147483427,255,,,,,,
-2147483427,2,,"__PersonID",,,0,
-2147483427,3,,,,,9,
-2147483427,5,,"qryEvaluee_Occupations_SORTED","frmEvaluee_PopUp",,,
-2147483427,8,,,,"([__PersonID] = PersonID)",,
-2147483426,0,,,,,0,
-2147483426,255,,,,,,
-2147483426,2,,"__PersonID",,,0,
-2147483426,3,,,,,9,
-2147483426,5,,"qryEvaluee_Occupations_SORTED","frmEvaluee_PopUp",,,
-2147483426,8,,,,"([__PersonID] = PersonID)",,
-2147483425,0,,,,,0,
-2147483425,255,,,,,,
-2147483425,2,,"__PersonID",,,0,
-2147483425,3,,,,,9,
-2147483425,5,,"qryEvaluee_Test_Results_SORTED","frmEvaluee_PopUp",,,
-2147483425,8,,,,"([__PersonID] = PersonID)",,
-2147483424,0,,,,,0,
-2147483424,255,,,,,,
-2147483424,2,,"__PersonID",,,0,
-2147483424,3,,,,,9,
-2147483424,5,,"qryEvaluee_Profiles_SORTED","frmEvaluee_PopUp",,,
-2147483424,8,,,,"([__PersonID] = PersonID)",,
-2147483423,0,,,,,0,
-2147483423,255,,,,,,
-2147483423,2,,"__PersonID",,,0,
-2147483423,3,,,,,9,
-2147483423,5,,"qryEvaluee_Ratings_SORTED","frmEvaluee_PopUp",,,
-2147483423,8,,,,"([__PersonID] = PersonID)",,
-2147483422,0,,,,,0,
-2147483422,255,,,,,,
-2147483422,2,,"__PersonID",,,0,
-2147483422,3,,,,,9,
-2147483422,5,,"qryEvaluee_Reports_Menu","frmEvaluee_PopUp",,,
-2147483422,8,,,,"([__PersonID] = PersonID)",,
-2147483421,0,,,,,0,
-2147483421,255,,,,,,
-2147483421,2,,"__PersonID",,,0,
-2147483421,3,,,,,9,
-2147483421,5,,"qryEvaluee_Rpt_Table_of_Contents_SORTED","frmEvaluee_Reports_Sub",,,
-2147483421,8,,,,"([__PersonID] = PersonID)",,
-2147483420,0,,,,,0,
-2147483420,255,,,,,,
-2147483420,2,,"__PersonID",,,0,
-2147483420,3,,,,,9,
-2147483420,5,,"qryEvaluee_Other_Referral_Sources_SORTED","frmEvaluees",,,
-2147483420,8,,,,"([__PersonID] = PersonID)",,
-2147483419,0,,,,,0,
-2147483419,255,,,,,,
-2147483419,2,,"__PersonID",,,0,
-2147483419,3,,,,,9,
-2147483419,5,,"qryEvaluee_Occupations_SORTED","frmEvaluees",,,
-2147483419,8,,,,"([__PersonID] = PersonID)",,
-2147483418,0,,,,,0,
-2147483418,255,,,,,,
-2147483418,2,,"__PersonID",,,0,
-2147483418,3,,,,,9,
-2147483418,5,,"qryEvaluee_Test_Results_SORTED","frmEvaluees",,,
-2147483418,8,,,,"([__PersonID] = PersonID)",,
-2147483417,0,,,,,0,
-2147483417,255,,,,,,
-2147483417,2,,"__PersonID",,,0,
-2147483417,3,,,,,9,
-2147483417,5,,"qryEvaluee_Statistics_SORTED","frmEvaluees",,,
-2147483417,8,,,,"([__PersonID] = PersonID)",,
-2147483416,0,,,,,0,
-2147483416,255,,,,,,
-2147483416,2,,"__PersonID",,,0,
-2147483416,3,,,,,9,
-2147483416,5,,"qryEvaluee_Household_Chores_SORTED","frmEvaluees",,,
-2147483416,8,,,,"([__PersonID] = PersonID)",,
-2147483415,0,,,,,0,
-2147483415,255,,,,,,
-2147483415,2,,"__PersonID",,,0,
-2147483415,3,,,,,9,
-2147483415,5,,"qryEvaluee_Statistics_SORTED","frmEvaluees",,,
-2147483415,8,,,,"([__PersonID] = PersonID)",,
-2147483414,0,,,,,0,
-2147483414,255,,,,,,
-2147483414,2,,"__PersonID",,,0,
-2147483414,3,,,,,9,
-2147483414,5,,"qryEvaluee_Occupations_SORTED","frmEvaluees",,,
-2147483414,8,,,,"([__PersonID] = PersonID)",,
-2147483413,0,,,,,0,
-2147483413,255,,,,,,
-2147483413,2,,"__PersonID",,,0,
-2147483413,3,,,,,9,
-2147483413,5,,"qryEvaluee_Jobs_SORTED","frmEvaluees",,,
-2147483413,8,,,,"([__PersonID] = PersonID)",,
-2147483412,0,,,,,0,
-2147483412,255,,,,,,
-2147483412,2,,"__PersonID",,,0,
-2147483412,3,,,,,9,
-2147483412,5,,"qryEvaluee_Profiles_SORTED","frmEvaluees",,,
-2147483412,8,,,,"([__PersonID] = PersonID)",,
-2147483411,0,,,,,0,
-2147483411,255,,,,,,
-2147483411,2,,"__PersonID",,,0,
-2147483411,3,,,,,9,
-2147483411,5,,"qryEvaluee_Profiles_SORTED","frmEvaluees",,,
-2147483411,8,,,,"([__PersonID] = PersonID)",,
-2147483410,0,,,,,0,
-2147483410,255,,,,,,
-2147483410,2,,"__PersonID",,,0,
-2147483410,3,,,,,9,
-2147483410,5,,"qryEvaluee_Ratings_SORTED","frmEvaluees",,,
-2147483410,8,,,,"([__PersonID] = PersonID)",,
-2147483409,0,,,,,0,
-2147483409,255,,,,,,
-2147483409,2,,"__PersonID",,,0,
-2147483409,3,,,,,9,
-2147483409,5,,"qryEvaluee_Reports_Menu","frmEvaluees",,,
-2147483409,8,,,,"([__PersonID] = PersonID)",,
-2147483408,0,,,,,0,
-2147483408,255,,,,,,
-2147483408,2,,"__PersonID",,,0,
-2147483408,3,,,,,9,
-2147483408,5,,"qryEvaluee_Statistics_SORTED","frmEvaluees",,,
-2147483408,8,,,,"([__PersonID] = PersonID)",,
-2147483407,0,,,,,0,
-2147483407,255,,,,,,
-2147483407,2,,"__PersonID",,,0,
-2147483407,3,,,,,9,
-2147483407,5,,"qryEvaluee_Statistics_SORTED","frmEvaluees",,,
-2147483407,8,,,,"([__PersonID] = PersonID)",,
-2147483406,0,,,,,0,
-2147483406,255,,,,,,
-2147483406,2,,"__PersonID",,,0,
-2147483406,3,,,,,9,
-2147483406,5,,"qryEvaluee_Values_SORTED","frmEvaluees",,,
-2147483406,8,,,,"([__PersonID] = PersonID)",,
-2147483405,0,,,,,0,
-2147483405,255,,,,,,
-2147483405,2,,"__PersonID",,,0,
-2147483405,3,,,,,9,
-2147483405,5,,"qryEvaluee_VIPR_Test_Pairs_SORTED","frmEvaluees",,,
-2147483405,8,,,,"([__PersonID] = PersonID)",,
-2147483404,0,,,,,0,
-2147483404,255,,,,,,
-2147483404,3,,,,,9,
-2147483404,5,,"qryPerson_Types_DDLB",,,,
-2147483403,0,,,,,0,
-2147483403,255,,,,,,
-2147483403,2,,"__PersonID",,,0,
-2147483403,3,,,,,9,
-2147483403,5,,"qryEvaluee_Test_Results_SORTED","frmFindYourJob",,,
-2147483403,8,,,,"([__PersonID] = PersonID)",,
-2147483402,0,,,,,0,
-2147483402,255,,,,,,
-2147483402,2,,"__PersonID",,,0,
-2147483402,3,,,,,9,
-2147483402,5,,"qryEvaluee_Statistics_SORTED","frmFindYourJob",,,
-2147483402,8,,,,"([__PersonID] = PersonID)",,
-2147483401,0,,,,,0,
-2147483401,255,,,,,,
-2147483401,2,,"__PersonID",,,0,
-2147483401,3,,,,,9,
-2147483401,5,,"qryEvaluee_Household_Chores_SORTED","frmFindYourJob",,,
-2147483401,8,,,,"([__PersonID] = PersonID)",,
-2147483400,0,,,,,0,
-2147483400,255,,,,,,
-2147483400,2,,"__PersonID",,,0,
-2147483400,3,,,,,9,
-2147483400,5,,"qryEvaluee_Statistics_SORTED","frmFindYourJob",,,
-2147483400,8,,,,"([__PersonID] = PersonID)",,
-2147483399,0,,,,,0,
-2147483399,255,,,,,,
-2147483399,2,,"__PersonID",,,0,
-2147483399,3,,,,,9,
-2147483399,5,,"qryEvaluee_Occupations_SORTED","frmFindYourJob",,,
-2147483399,8,,,,"([__PersonID] = PersonID)",,
-2147483398,0,,,,,0,
-2147483398,255,,,,,,
-2147483398,2,,"__PersonID",,,0,
-2147483398,3,,,,,9,
-2147483398,5,,"qryEvaluee_Profiles_SORTED","frmFindYourJob",,,
-2147483398,8,,,,"([__PersonID] = PersonID)",,
-2147483397,0,,,,,0,
-2147483397,255,,,,,,
-2147483397,2,,"__PersonID",,,0,
-2147483397,3,,,,,9,
-2147483397,5,,"qryEvaluee_Profiles_SORTED","frmFindYourJob",,,
-2147483397,8,,,,"([__PersonID] = PersonID)",,
-2147483396,0,,,,,0,
-2147483396,255,,,,,,
-2147483396,2,,"__PersonID",,,0,
-2147483396,3,,,,,9,
-2147483396,5,,"qryEvaluee_Ratings_SORTED","frmFindYourJob",,,
-2147483396,8,,,,"([__PersonID] = PersonID)",,
-2147483395,0,,,,,0,
-2147483395,255,,,,,,
-2147483395,2,,"__PersonID",,,0,
-2147483395,3,,,,,9,
-2147483395,5,,"qryEvaluee_Reports_Menu","frmFindYourJob",,,
-2147483395,8,,,,"([__PersonID] = PersonID)",,
-2147483394,0,,,,,0,
-2147483394,255,,,,,,
-2147483394,2,,"__PersonID",,,0,
-2147483394,3,,,,,9,
-2147483394,5,,"qryEvaluee_Statistics_SORTED","frmFindYourJob",,,
-2147483394,8,,,,"([__PersonID] = PersonID)",,
-2147483393,0,,,,,0,
-2147483393,255,,,,,,
-2147483393,2,,"__PersonID",,,0,
-2147483393,3,,,,,9,
-2147483393,5,,"qryEvaluee_Values_SORTED","frmFindYourJob",,,
-2147483393,8,,,,"([__PersonID] = PersonID)",,
-2147483392,0,,,,,0,
-2147483392,255,,,,,,
-2147483392,2,,"__PersonID",,,0,
-2147483392,3,,,,,9,
-2147483392,5,,"qryEvaluee_VIPR_Test_Pairs_SORTED","frmFindYourJob",,,
-2147483392,8,,,,"([__PersonID] = PersonID)",,
-2147483391,0,,,,,0,
-2147483391,255,,,,,,
-2147483391,3,,,,,9,
-2147483391,5,,"qryPerson_Types_DDLB",,,,
-2147483390,0,,,,,0,
-2147483390,255,,,,,,
-2147483390,3,,,,,9,
-2147483390,5,,"qryViews_WHE_Menu_Main",,,,
-2147483389,0,,,,,0,
-2147483389,255,,,,,,
-2147483389,2,,"__OccupationID",,,0,
-2147483389,3,,,,,9,
-2147483389,5,,"qryOccupations_Alternate_Titles_SORTED","frmOccupations_Master_Details",,,
-2147483389,8,,,,"([__OccupationID] = TitleRecordNumber)",,
-2147483388,0,,,,,0,
-2147483388,255,,,,,,
-2147483388,2,,"__Table_of_Content_ID",,,0,
-2147483388,2,,"__Chapter",,,0,
-2147483388,3,,,,,9,
-2147483388,5,,"qryEvaluee_Rpt_Table_of_Contents_SORTED","rptCombine_02_Table_of_Contents",,,
-2147483388,8,,,,"(([__Table_of_Content_ID] = Table_of_Content_ID)) AND ([__Chapter] = Chapter)",,
-2147483387,0,,,,,0,
-2147483387,255,,,,,,
-2147483387,3,,,,,9,
-2147483387,5,,"qryReleaseNotes_App",,,,
-2147483386,0,,,,,0,
-2147483386,255,,,,,,
-2147483386,3,,,,,9,
-2147483386,5,,"qryReleaseNotes_Data",,,,
-2147483385,0,,,,,0,
-2147483385,255,,,,,,
-2147483385,5,,"tblClients",,,,
-2147483385,6,,,,"tblClients.ClientID",0,
-2147483385,6,,,,"tblClients.VIPRType",0,
-2147483385,8,,,,"(((tblClients.ClientID)=[Forms]![frmMainMenuMTSP]![xClientID]))",,
-2147483384,0,,,,,0,
-2147483384,255,,,,,,
-2147483384,5,,"tblClients",,,,
-2147483384,6,,,,"tblClients.ClientID",0,
-2147483384,6,,,,"tblClients.VIPRType",0,
-2147483384,8,,,,"(((tblClients.ClientID)=[Forms]![frmMainMenuMTSP]![xClientID]))",,
-2147483383,0,,,,,0,
-2147483383,255,,,,,,
-2147483383,5,,"tblClients",,,,
-2147483383,6,,,,"tblClients.ClientID",0,
-2147483383,6,,,,"tblClients.VIPRType",0,
-2147483383,8,,,,"(((tblClients.ClientID)=[Forms]![frmMainMenuMTSP]![xClientID]))",,
-2147483382,0,,,,,0,
-2147483382,255,,,,,,
-2147483382,3,,,,,9,
-2147483382,5,,"qryPhoneDescriptions_SORTED",,,,
-2147483381,0,,,,,0,
-2147483381,255,,,,,,
-2147483381,3,,,,,9,
-2147483381,5,,"tblSystem_Parameters",,,,
-2147483380,0,,,,,0,
-2147483380,255,,,,,,
-2147483380,5,,"tblEvaluee_Rpt_Table_of_Contents",,,,
-2147483380,6,,,,"tblEvaluee_Rpt_Table_of_Contents.*",0,
-2147483379,0,,,,,0,
-2147483379,255,,,,,,
-2147483379,3,,,,,9,
-2147483379,5,,"tblTempSAVE",,,,
-2147483378,0,,,,,0,
-2147483378,255,,,,,,
-2147483378,3,,,,,9,
-2147483378,5,,"qryDatabaseIssues_Rpt",,,,
-2147483377,0,,,,,0,
-2147483377,255,,,,,,
-2147483377,3,,,,,9,
-2147483377,5,,"qryDatabaseIssues_Rpt_All",,,,
-2147483376,0,,,,,0,
-2147483376,255,,,,,,
-2147483376,5,,"qryJob_Transferrable_Skills_Rpt",,,,
-2147483376,6,,,,"qryJob_Transferrable_Skills_Rpt.*",0,
-2147483375,0,,,,,0,
-2147483375,255,,,,,,
-2147483375,5,,"qryEvaluee_MTSP_Worker_Trait_Profiles_Rpt",,,,
-2147483375,6,,,,"qryEvaluee_MTSP_Worker_Trait_Profiles_Rpt.*",0,
-2147483374,0,,,,,0,
-2147483374,255,,,,,,
-2147483374,5,,"qryEvaluee_Transferrable_Skills_Rpt",,,,
-2147483374,6,,,,"qryEvaluee_Transferrable_Skills_Rpt.*",0,
-2147483373,0,,,,,0,
-2147483373,255,,,,,,
-2147483373,3,,,,,9,
-2147483373,5,,"tblSystemParameters",,,,
-2147483372,0,,,,,0,
-2147483372,255,,,,,,
-2147483372,3,,,,,9,
-2147483372,5,,"tblSystemParameters",,,,
-2147483371,0,,,,,0,
-2147483371,255,,,,,,
-2147483371,3,,,,,9,
-2147483371,5,,"qryReleaseNotes_App",,,,
-2147483370,0,,,,,0,
-2147483370,255,,,,,,
-2147483370,3,,,,,9,
-2147483370,5,,"tblSystemParameters",,,,
-2147483369,0,,,,,0,
-2147483369,255,,,,,,
-2147483369,3,,,,,9,
-2147483369,5,,"qryReleaseNotes_Data",,,,
-2147483368,0,,,,,0,
-2147483368,255,,,,,,
-2147483368,3,,,,,9,
-2147483368,5,,"qrptTSPSection10Part2",,,,
-2147483367,0,,,,,0,
-2147483367,255,,,,,,
-2147483367,3,,,,,9,
-2147483367,5,,"qrptTSPSection10Part3",,,,
-2147483366,0,,,,,0,
-2147483366,255,,,,,,
-2147483366,3,,,,,9,
-2147483366,5,,"qrptTSPSection1",,,,
-2147483365,0,,,,,0,
-2147483365,255,,,,,,
-2147483365,3,,,,,9,
-2147483365,5,,"qrptTSPSection3",,,,
-2147483364,0,,,,,0,
-2147483364,255,,,,,,
-2147483364,3,,,,,9,
-2147483364,5,,"qrptTSPSection4",,,,
-2147483363,0,,,,,0,
-2147483363,255,,,,,,
-2147483363,5,,"tblClientStatistics",,,,
-2147483363,5,,"tblClients",,,,
-2147483363,6,,,,"tblClientStatistics.ClientID",0,
-2147483363,6,,,,"tblClientStatistics.JobCount",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch0",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch1",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch2",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch3",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch4",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch5",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch6",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch7",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch8",0,
-2147483363,6,,,,"tblClientStatistics.PreJobMatch9",0,
-2147483363,6,,,,"tblClientStatistics.PreTotalJobMatch",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch0",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch1",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch2",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch3",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch4",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch5",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch6",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch7",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch8",0,
-2147483363,6,,,,"tblClientStatistics.PostJobMatch9",0,
-2147483363,6,,,,"tblClientStatistics.PostTotalJobMatch",0,
-2147483363,6,,,,"tblClientStatistics.PreMaxVQ",0,
-2147483363,6,,,,"tblClientStatistics.PreAvgVQ",0,
-2147483363,6,,,,"tblClientStatistics.PreMinVQ",0,
-2147483363,6,,,,"tblClientStatistics.PostMaxVQ",0,
-2147483363,6,,,,"tblClientStatistics.PostAvgVQ",0,
-2147483363,6,,,,"tblClientStatistics.PostMinVQ",0,
-2147483363,6,,,,"tblClientStatistics.PreECLRMean",0,
-2147483363,6,,,,"tblClientStatistics.PreECLR10",0,
-2147483363,6,,,,"tblClientStatistics.PreECLR25",0,
-2147483363,6,,,,"tblClientStatistics.PreECLRMedian",0,
-2147483363,6,,,,"tblClientStatistics.PreECLR75",0,
-2147483363,6,,,,"tblClientStatistics.PreECLR90",0,
-2147483363,6,,,,"tblClientStatistics.PostECLRMean",0,
-2147483363,6,,,,"tblClientStatistics.PostECLR10",0,
-2147483363,6,,,,"tblClientStatistics.PostECLR25",0,
-2147483363,6,,,,"tblClientStatistics.PostECLRMedian",0,
-2147483363,6,,,,"tblClientStatistics.PostECLR75",0,
-2147483363,6,,,,"tblClientStatistics.PostECLR90",0,
-2147483363,6,,,,"tblClientStatistics.PreTSP4",0,
-2147483363,6,,,,"tblClientStatistics.PreTSP3",0,
-2147483363,6,,,,"tblClientStatistics.PreTSP2",0,
-2147483363,6,,,,"tblClientStatistics.PreTSP1",0,
-2147483363,6,,,,"tblClientStatistics.PreTSP0",0,
-2147483363,6,,,,"tblClientStatistics.PostTSP4",0,
-2147483363,6,,,,"tblClientStatistics.PostTSP3",0,
-2147483363,6,,,,"tblClientStatistics.PostTSP2",0,
-2147483363,6,,,,"tblClientStatistics.PostTSP1",0,
-2147483363,6,,,,"tblClientStatistics.PostTSP0",0,
-2147483363,6,,,,"tblClientStatistics.PreUtilization",0,
-2147483363,6,,,,"tblClientStatistics.PostUtilization",0,
-2147483363,6,,,,"tblClientStatistics.JobBankMaxVQ",0,
-2147483363,6,,,,"tblClientStatistics.JobBankMinVQ",0,
-2147483363,6,,,,"tblClientStatistics.TSPNumber",0,
-2147483363,6,,,,"tblClients.ClientName",0,
-2147483363,7,,"tblClientStatistics","tblClients","tblClientStatistics.ClientID = tblClients.ClientID",1,
-2147483362,0,,,,,0,
-2147483362,255,,,,,,
-2147483362,3,,,,,9,
-2147483362,5,,"qrptTSPSection6",,,,
-2147483361,0,,,,,0,
-2147483361,255,,,,,,
-2147483361,3,,,,,9,
-2147483361,5,,"qrptTSPSection7",,,,
-2147483360,0,,,,,0,
-2147483360,255,,,,,,
-2147483360,3,,,,,9,
-2147483360,5,,"qrptTSPSection7Part4",,,,
-2147483359,0,,,,,0,
-2147483359,255,,,,,,
-2147483359,1,,,,,1,
-2147483359,3,,,,,0,
-2147483359,5,,"tblXLU_AptitudeLevels",,,,
-2147483359,6,,,,"tblXLU_AptitudeLevels.APTLevel",0,
-2147483359,6,,,,"tblXLU_AptitudeLevels.APTDescription",0,
-2147483359,6,,,,"tblXLU_AptitudeLevels.APTPercentiles",0,
-2147483358,0,,,,,0,
-2147483358,255,,,,,,
-2147483358,1,,,,,1,
-2147483358,3,,,,,0,
-2147483358,5,,"tblXLU_AverageWorkerProfile",,,,
-2147483358,6,,,,"tblXLU_AverageWorkerProfile.*",0,
-2147483357,0,,,,,0,
-2147483357,255,,,,,,
-2147483357,1,,"tblClients",,,3,
-2147483357,2,,"pCompany_Name",,,10,
-2147483357,3,,,,,0,
-2147483357,6,,"Client_Name","Client_Name","[pCompany_Name]",0,
-2147483356,0,,,,,0,
-2147483356,255,,,,,,
-2147483356,1,,,,,1,
-2147483356,3,,,,,0,
-2147483356,5,,"tblClients",,,,
-2147483356,6,,,,"tblClients.ClientID",0,
-2147483356,6,,,,"tblClients.Client_Name",0,
-2147483356,11,,,,"tblClients.Client_Name",,
-2147483355,0,,,,,0,
-2147483355,255,,,,,,
-2147483355,1,,,,,1,
-2147483355,3,,,,,0,
-2147483355,5,,"tblClients",,,,
-2147483355,5,,"tblPeople",,,,
-2147483355,6,,,,"tblClients.ClientID",0,
-2147483355,6,,,,"tblClients.Client_Name",0,
-2147483355,6,,"Count",,"Count(*)",0,
-2147483355,6,,,,"tblPeople.PersonType",0,
-2147483355,7,,"tblClients","tblPeople","tblClients.ClientID = tblPeople.ClientID",1,
-2147483355,9,,,,"tblClients.ClientID",0,
-2147483355,9,,,,"tblClients.Client_Name",0,
-2147483355,9,,,,"tblPeople.PersonType",0,
-2147483355,10,,,,"(((tblPeople.PersonType)=""Evaluee""))",,
-2147483355,11,,,,"tblClients.Client_Name",,
-2147483354,0,,,,,0,
-2147483354,255,,,,,,
-2147483354,1,,,,,1,
-2147483354,3,,,,,0,
-2147483354,5,,"tblClients",,,,
-2147483354,6,,,,"tblClients.*",0,
-2147483354,11,,,,"tblClients.Client_Name",,
-2147483353,0,,,,,0,
-2147483353,255,,,,,,
-2147483353,1,,,,,4,
-2147483353,2,,"pCompany_Name_Old",,,10,
-2147483353,2,,"pCompany_Name_New",,,10,
-2147483353,3,,,,,0,
-2147483353,5,,"tblClients",,,,
-2147483353,6,,,"tblClients.Client_Name","[pCompany_Name_New]",0,
-2147483353,8,,,,"(((tblClients.Client_Name)=[pCompany_Name_Old]))",,
-2147483352,0,,,,,0,
-2147483352,255,,,,,,
-2147483352,1,,,,,1,
-2147483352,3,,,,,0,
-2147483352,5,,"tblClients",,,,
-2147483352,6,,,,"tblClients.*",0,
-2147483352,8,,,,"(((tblClients.Client_Name)=[forms]![frmClients]![frmMenu_Main_Sub].[form]![cboSearchBy_Client_Name]))",,
-2147483352,11,,,,"tblClients.Client_Name",,
-2147483351,0,,,,,0,
-2147483351,255,,,,,,
-2147483351,1,,,,,1,
-2147483351,3,,,,,0,
-2147483351,5,,"tblClients",,,,
-2147483351,6,,,,"tblClients.*",0,
-2147483351,8,,,,"(((tblClients.ClientID)=[forms]![frmMenu_Main]![frmMenu_Main_Sub].[form]![cboSearchBy_Client_Name]))",,
-2147483350,0,,,,,0,
-2147483350,255,,,,,,
-2147483350,1,,,,,1,
-2147483350,2,,"pCompany_Name",,,10,
-2147483350,3,,,,,0,
-2147483350,5,,"tblClients",,,,
-2147483350,6,,,,"tblClients.*",0,
-2147483350,6,,,,"tblClients.Client_Name",0,
-2147483350,8,,,,"(((tblClients.Client_Name)=[pCompany_Name]))",,
-2147483349,0,,,,,0,
-2147483349,255,,,,,,
-2147483349,1,,,,,1,
-2147483349,3,,,,,0,
-2147483349,5,,"tblCompanies",,,,
-2147483349,6,,,,"tblCompanies.*",0,
-2147483349,8,,,,"((([tblCompanies].[CompanyTypeID])=[forms]![frmCompanies]![cboSearchBy_TypeID]))",,
-2147483349,11,,,,"tblCompanies.CompanyName",,
-2147483348,0,,,,,0,
-2147483348,255,,,,,,
-2147483348,1,,,,,1,
-2147483348,3,,,,,0,
-2147483348,5,,"tblXLU_Counties",,,,
-2147483348,6,,,,"tblXLU_Counties.COUNTYNAME",0,
-2147483348,6,,,,"tblXLU_Counties.STATE",0,
-2147483348,6,,,,"tblXLU_Counties.Country",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR91",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR92",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR93",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR94",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR95",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR96",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR97",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR98",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR99",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR00",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR01",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR02",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR03",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR04",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR05",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR06",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR07",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR08",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR09",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR10",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR11",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR12",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR13",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR14",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR15",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR16",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR17",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR18",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR19",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR20",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR21",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR22",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR23",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR24",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR25",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR26",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR27",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR28",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR29",0,
-2147483348,6,,,,"tblXLU_Counties.ECLR30",0,
-2147483348,11,,,,"tblXLU_Counties.STATE",,
-2147483348,11,,,,"tblXLU_Counties.COUNTYNAME",,
-2147483347,0,,,,,0,
-2147483347,255,,,,,,
-2147483347,1,,,,,1,
